Name,Description,Locations,Logo URL,Topics,Industry Tags,Stage,Head Count,Active Jobs Count
Contextere,contextere is an industrial software company focused on human performance. Our intelligent personal agent delivers actionable insights to the last tactical mile. Anywhere warm hands touch cold steel contextere answers the simple question – Now What? Global 2000 companies capture value through increased productivity and safety while reducing equipment downtime.,"Ottawa, ON, Canada",https://cdn.filestackcontent.com/jCryNLRRq3QTAHKpi80A,"B2B, AI/ML, Software, Industrial","Hardware, Information Technology, Software",other,1,0
Assent Compliance,"Assent specializes in IT solutions that help organizations with their compliance strategies. These solutions are developed and executed through an open dialog between their clients, environmental consultants, their IT developers and their operations department. Their solutions are comprehensive, customizable and affordable with customer service being a core focus. Their clients range from mid size to fortune 500 with offices in Canada, the United States and the UK.","Columbus, OH, USA, Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/Vm5f27L4TBm2YsTm8b3b,"500+, B2B, Data & analytics, Legal, SaaS, Software","Ecommerce & Marketplace, Information Technology, Software, Sustainability, Transportation",series_c_plus,4,0
Aetonix,"Aetonix simplify the complexity of home healthcare. Aetonix aTouchAway helps healthcare professionals remotely manage the care of patients with chronic diseases or with pre/post surgery needs at home through a secure mobile easy-to-use digital platform. Healthcare professionals and family caregivers use aTouchAway to stay connected from anywhere. From virtual visits and remote check-ins, to managing appointments and reminders, to remote monitoring of vital signs, aTouchAway makes staying connected easy. (PHIPA & HIPAA compliant)","Ottawa, ON, Canada",https://cdn.filestackcontent.com/3RqIkUbRRZGpsEyDil5M,"B2C, Medical/life sciences, SaaS, Software","Health, Information Technology, Software",other,2,0
L-SPARK,"The L-SPARK Accelerator is the destination for market ready SaaS and cloud companies to connect with Canada’s SaaS experts. The L-SPARK acceleration model positions companies to propel their revenues to $100k MRR and beyond. Leveraging established relationships with key venture capital firms, angel investors, and the investment community at large, L-SPARK’s goal is to scale Canada’s best in SaaS to 10 x revenue growth and Series A funding. L-SPARK is also driving innovation with its two corporate accelerators. With BlackBerry QNX, L-SPARK works with autonomous vehicle companies to focus on connected car technologies and with TELUS, BlackBerry and Solace, L-SPARK works on secure IoT solutions. Through these initiatives, L-SPARK pairs multi-national organizations with startups to create fruitful collaborations. To date, L-SPARK has accelerated 51 companies with over 50% of those companies raising follow-on funding, which now totals over $45M. The companies are headquartered across Canada and exist in verticals such as SaaS, AV, IoT, cybersecurity and more.","Kanata, Ottawa, ON, Canada","https://cdn.filestackcontent.com/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/I03zqQLwRC66r1PcVGxD",Ecosystem organization,"Finance, Software, Transportation",other,2,0
Optix,"The digital platform for coworking spaces and smart offices. Optix seamlessly connects your members with the community, resources, and services that your workplace has to offer.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/TKpKrIBzTRKt9BWjEAoN,"B2B, Female founded, Hospitality, Proptech, SaaS, Software","Real Estate, Software",other,2,0
NiceJob,"Nicejob makes it easy to get more reviews, build your reputation, and spread your customer stories to new potential customers through social media channels. NiceJob helps businesses get recognition for their work by making it easy to create a portfolio of your best projects and use your photos to get more reviews on all major review sites. NiceJob spreads your customer stories to new potential customers through social media channels like Facebook. And we publish them to your website, building trust with your website visitors and improving your search engine rankings.","Vancouver, BC, Canada",https://cdn.filepicker.io/api/file/yIf46436TBagmt8paTfl,"Advertising/marketing, B2B, Software","Information Technology, Sales and Marketing, Software",other,2,0
Launch Academy,"Launch Academy is a tech incubator that provides the mentorship, resources, network, and environment to entrepreneurs that need to launch, fund, and grow startups. The company's program, Lean Entrepreneur Acceleration Program is a comprehensive online startup training, monthly mentorship, and carefully curated resources, case studies, examples, and tools to help entrepreneurs turn ideas into scalable businesses. In partnership with LeanStack's Ash Maurya, author of Running Lean, and creator of the Lean Canvas. The Maple Program, which is created to aid international companies in growth and expansion to Canada and North America through providing a landing pad with resources, mentorship, networking, and business matchmaking to overcome the challenges that occur when moving a business and family to Canada. The program is designed to work with those going through the Canadian Start-up Visa Program process. The Corporate Innovation Program, a rapid innovation and entrepreneurship intense and hands-on training program, carefully designed to empower organizations to thrive in the world of tomorrow and future-proof businesses. Launch Academy was founded on 2012 and is headquartered in Vancouver, Canada.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/Cv7bmXuyQqWhQgwGzbpo,Ecosystem organization,"Education, Finance, Information Technology, Media",other,2,0
Globalme,"**Globalme is now Summa Linguae Technologies** Follow our new LinkedIn page at: https://www.linkedin.com/company/summa-linguae-technologies/ Our mission is simple: we ensure your products and services are Ready for People regardless of your end-user's language, culture, or background. At Globalme, we have a passion for language and technology, and combining the two gives us a great opportunity for innovation (and lots of fun). We encourage new ideas and initiation of independent projects. Our team is unique, because we attract the best and like-minded people: movers and shakers, entrepreneurs, and forward thinkers. Autonomy is what we value, mastery is what we strive for, and having the ability to innovate and explore is what motivates us every day. Combining all of the above is what we call Globalme.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/JirxxoVLRymy359NSO9d,"Agnostic (all), B2B, Developer tool, Service, Software","Hardware, Information Technology, Software",other,2,0
FIND,"FIND Predictive Retail Suite (PRS) brings the power of predictive AI to retailers – reducing over and under buying, promoting ideal product allocation and increasing their customers lifetime value through personalized, relevant and customer centric messaging.","Vancouver, BC, Canada",https://cdn.filepicker.io/api/file/k8UYLXWQSTixssG9XIRs,"SaaS, B2B, AI/ML, Software, Retail","Ecommerce & Marketplace, Hardware, Software, Transportation",seed,,0
East Side Games,"East Side Games is a developer and publisher of free to play mobile games. It is focused on making narrative idle games in the business, and creating the technology for developers to tell stories. The company is an independent and profitable game studio with a collaborative, creative, and fun culture. Their games fund all their new projects and its purpose-built technology infrastructure powers its rapid, iterative prototyping, based directly on audience feedback. This allows them to take design ideas to playable releases in days rather than months. ESG currently publishes and operates successful franchise titles including Archer: Danger Phone, Dragon Up: Idle Adventure, The Goldbergs: Back to the 80s, It's Always Sunny: The Gang Goes Mobile, and Trailer Park Boys Grea$y Money. East Side Games was recently recognized on the ""Top 50 Mobile Game Makers 2020"" list compiled by Pocket Gamer Biz, on the ""Canada's Top Small & Medium Employers"" list compiled by Canada's Top 100, as well as on the ""Canada's Top Growing Companies 2019"" list compiled by Globe & Mail Report on Business and 2020 Red Herring Top 100 North America Winners. In 2011, Vancouver, British Columbia","Vancouver, BC, Canada",https://cdn.filestackcontent.com/VWZJBBhgTvC62Xw30vj6,"B2C, Gaming & esports, Software",Gaming,other,3,0
